"Title","Rates of criminal reoffending"
"Time period","2000 to 2015"
"Location","England and Wales"
"Source","NOMS Offender Equalities Statistics Bulletin"
"Department","Ministry of Justice"
"Last update","24 November 2016"
"
"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography_code","Geography_name","Geography_type","Age group","Age group_type","Value","Denominator","Numerator"
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","21 to 24","Adult",4.3,70,3
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","21 to 24","Adult",17.5,40,7
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","21 to 24","Adult",33,5925,1953
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","25 to 29","Adult",15.2,125,19
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","25 to 29","Adult",27.9,61,17
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","25 to 29","Adult",4.5,66,3
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","25 to 29","Adult",26.5,34,9
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","25 to 29","Adult",34.3,5620,1927
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","30 to 34","Adult",23.3,86,20
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","30 to 34","Adult",35.7,56,20
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","30 to 34","Adult",3.6,56,2
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","30 to 34","Adult",24.1,29,7
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","30 to 34","Adult",34.5,4264,1473
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","35 to 39","Adult",13.3,75,10
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","35 to 39","Adult",31.1,45,14
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","35 to 39","Adult",5.1,59,3
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","35 to 39","Adult",24,25,6
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","35 to 39","Adult",31.4,3126,981
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","40 to 44","Adult",13.8,65,9
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","40 to 44","Adult",15.8,19,3
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","40 to 44","Adult",8.1,62,5
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","40 to 44","Adult",14.3,14,2
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","40 to 44","Adult",24.7,2716,672
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","45 to 49","Adult",21.1,19,4
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","45 to 49","Adult",35.3,17,6
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","45 to 49","Adult",1.4,69,1
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","45 to 49","Adult",0,10,0
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","45 to 49","Adult",20.1,1913,384
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","50+","Adult",7.7,39,3
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","50+","Adult",26.3,19,5
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","50+","Adult",0.8,118,1
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","50+","Adult",0,4,0
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","50+","Adult",14,2501,350
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","18 to 20","Adult",25.3,75,19
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","18 to 20","Adult",35.4,243,86
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","18 to 20","Adult",16.5,91,15
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","18 to 20","Adult",23.7,38,9
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","18 to 20","Adult",29.2,5710,1669
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","21 to 24","Adult",29.3,92,27
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","21 to 24","Adult",33.1,290,96
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","21 to 24","Adult",10.7,84,9
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","21 to 24","Adult",18.4,38,7
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","21 to 24","Adult",26.3,7006,1841
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","25 to 29","Adult",25.8,97,25
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","25 to 29","Adult",30.2,295,89
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","25 to 29","Adult",9,111,10
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","25 to 29","Adult",20.3,59,12
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","25 to 29","Adult",26.2,6006,1573
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","30 to 34","Adult",18.6,97,18
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","30 to 34","Adult",32.2,239,77
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","30 to 34","Adult",12.2,82,10
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","30 to 34","Adult",15.2,46,7
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","30 to 34","Adult",27.9,4589,1280
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","35 to 39","Adult",21.4,70,15
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","35 to 39","Adult",25.6,168,43
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","35 to 39","Adult",4.8,104,5
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","35 to 39","Adult",11.8,34,4
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","35 to 39","Adult",27,3877,1045
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","40 to 44","Adult",18.4,38,7
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","40 to 44","Adult",16.1,149,24
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","40 to 44","Adult",8,100,8
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","40 to 44","Adult",15.8,19,3
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","40 to 44","Adult",22.1,3568,790
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","45 to 49","Adult",17.9,28,5
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","45 to 49","Adult",32.8,128,42
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","45 to 49","Adult",8.2,98,8
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","45 to 49","Adult",5.9,17,1
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","45 to 49","Adult",19.4,2853,554
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","50+","Adult",0,30,0
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","50+","Adult",21.6,88,19
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","50+","Adult",3,236,7
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","50+","Adult",12.5,16,2
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","50+","Adult",12.1,3752,454
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","18 to 20","Adult",29.1,608,177
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","18 to 20","Adult",31.9,690,220
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","18 to 20","Adult",5.4,93,5
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","18 to 20","Adult",26.7,60,16
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","18 to 20","Adult",30.4,5678,1726
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","21 to 24","Adult",24,841,202
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","21 to 24","Adult",27.7,905,251
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","21 to 24","Adult",11.3,159,18
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","21 to 24","Adult",13.2,91,12
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","21 to 24","Adult",27.3,7134,1948
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","25 to 29","Adult",20.8,982,204
"Percentage of offenders who reoffend",2012,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","25 to 29","Adult",26.9,849,228
"Percentage of offenders who reoffend",2012,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","25 to 29","Adult",10,220,22
"Percentage of offenders who reoffend",2012,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","25 to 29","Adult",14.9,94,14
"Percentage of offenders who reoffend",2012,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","25 to 29","Adult",27.5,6616,1820
"Percentage of offenders who reoffend",2012,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","30 to 34","Adult",18.2,683,124
