"Title","English Baccalaureate (EBacc) achievement for children aged 14 to 16 (key stage 4)"
"Location","England"
"Time period","2015/16"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","2018-03-05"
"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Somerset","Local Authority","E10000027","Boys","All pupils","19.6","46","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local Authority","E06000025","Boys","All pupils","12.9","62","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Swindon","Local Authority","E06000030","Boys","All pupils","17.2","29","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Torbay","Local Authority","E06000027","Boys","All pupils","38.9","18","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","Wiltshire","Local Authority","E06000054","Boys","All pupils","36.1","61","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","53","1987","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","County Durham","Local Authority","E06000047","Boys","All pupils","47.1","17","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Darlington","Local Authority","E06000005","Boys","All pupils","!","8","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Gateshead","Local Authority","E08000037","Boys","All pupils","30","20","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Hartlepool","Local Authority","E06000001","Boys","All pupils","!","7","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Middlesbrough","Local Authority","E06000002","Boys","All pupils","13","77","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local Authority","E08000021","Boys","All pupils","24.4","135","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","North Tyneside","Local Authority","E08000022","Boys","All pupils","!","12","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Northumberland","Local Authority","E06000057","Boys","All pupils","24","25","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Redcar and Cleveland","Local Authority","E06000003","Boys","All pupils","!","11","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","South Tyneside","Local Authority","E08000023","Boys","All pupils","26.9","26","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Stockton-on-Tees","Local Authority","E06000004","Boys","All pupils","13","54","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Sunderland","Local Authority","E08000024","Boys","All pupils","17.6","34","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Blackburn with Darwen","Local Authority","E06000008","Boys","All pupils","26.8","388","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Blackpool","Local Authority","E06000009","Boys","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Bolton","Local Authority","E08000001","Boys","All pupils","27.8","334","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Bury","Local Authority","E08000002","Boys","All pupils","25.8","120","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Cheshire East","Local Authority","E06000049","Boys","All pupils","23.1","26","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Cheshire West and Chester","Local Authority","E06000050","Boys","All pupils","22.2","18","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Cumbria","Local Authority","E10000006","Boys","All pupils","21.4","14","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Halton","Local Authority","E06000006","Boys","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Knowsley","Local Authority","E08000011","Boys","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Lancashire","Local Authority","E10000017","Boys","All pupils","17.4","593","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Liverpool","Local Authority","E08000012","Boys","All pupils","38","71","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Manchester","Local Authority","E08000003","Boys","All pupils","14.9","478","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Oldham","Local Authority","E08000004","Boys","All pupils","9.2","423","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Rochdale","Local Authority","E08000005","Boys","All pupils","12.9","279","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Salford","Local Authority","E08000006","Boys","All pupils","28.6","21","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Sefton","Local Authority","E08000014","Boys","All pupils","42.9","14","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","St. Helens","Local Authority","E08000013","Boys","All pupils","!","5","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Stockport","Local Authority","E08000007","Boys","All pupils","21.6","88","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Tameside","Local Authority","E08000008","Boys","All pupils","17.2","128","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Trafford","Local Authority","E08000009","Boys","All pupils","32.4","185","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Warrington","Local Authority","E06000007","Boys","All pupils","33.3","30","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Wigan","Local Authority","E08000010","Boys","All pupils","15","20","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Wirral","Local Authority","E08000015","Boys","All pupils","69.6","23","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Barnsley","Local Authority","E08000016","Boys","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Bradford","Local Authority","E08000032","Boys","All pupils","10.4","1275","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Calderdale","Local Authority","E08000033","Boys","All pupils","15.6","180","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Doncaster","Local Authority","E08000017","Boys","All pupils","11.4","35","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","East Riding of Yorkshire","Local Authority","E06000011","Boys","All pupils","!","7","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Kingston upon Hull, City of","Local Authority","E06000010","Boys","All pupils","55.6","9","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Kirklees","Local Authority","E08000034","Boys","All pupils","14.8","567","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Leeds","Local Authority","E08000035","Boys","All pupils","15.8","442","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","North East Lincolnshire","Local Authority","E06000012","Boys","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","North Lincolnshire","Local Authority","E06000013","Boys","All pupils","14.8","27","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","North Yorkshire","Local Authority","E10000023","Boys","All pupils","24.1","54","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Rotherham","Local Authority","E08000018","Boys","All pupils","6.2","113","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Sheffield","Local Authority","E08000019","Boys","All pupils","15","266","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Wakefield","Local Authority","E08000036","Boys","All pupils","14.8","54","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","York","Local Authority","E06000014","Boys","All pupils","!","3","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Derby","Local Authority","E06000015","Boys","All pupils","21","229","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Derbyshire","Local Authority","E10000007","Boys","All pupils","!","44","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Leicester","Local Authority","E06000016","Boys","All pupils","20.1","851","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Leicestershire","Local Authority","E10000018","Boys","All pupils","23.7","270","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Lincolnshire","Local Authority","E10000019","Boys","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Northamptonshire","Local Authority","E10000021","Boys","All pupils","28.5","165","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Nottingham","Local Authority","E06000018","Boys","All pupils","17.4","218","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Nottinghamshire","Local Authority","E10000024","Boys","All pupils","37.6","93","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Rutland","Local Authority","E06000017","Boys","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Birmingham","Local Authority","E08000025","Boys","All pupils","19.7","2337","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Coventry","Local Authority","E08000026","Boys","All pupils","21.7","346","","",""
