"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","Mixed/Multiple and Other","ONS 5+2","Benefit Income of which Disability benefits","United Kingdom","15","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","Mixed/Multiple and Other","ONS 5+2","Occupational pension income","United Kingdom","45","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","Mixed/Multiple and Other","ONS 5+2","Personal pension income","United Kingdom","15","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","Mixed/Multiple and Other","ONS 5+2","Investment income","United Kingdom","55","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","Mixed/Multiple and Other","ONS 5+2","Earnings income","United Kingdom","20","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","Mixed/Multiple and Other","ONS 5+2","Other income","United Kingdom","35","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","All","ONS 5+2","Gross income","United Kingdom","496","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","All","ONS 5+2","Benefit income","United Kingdom","214","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","All","ONS 5+2","Benefit Income of which State Pension","United Kingdom","166","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","All","ONS 5+2","Benefit Income of which Income-related benefits","United Kingdom","24","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","All","ONS 5+2","Benefit Income of which Disability benefits","United Kingdom","17","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","All","ONS 5+2","Occupational pension income","United Kingdom","137","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","All","ONS 5+2","Personal pension income","United Kingdom","20","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","All","ONS 5+2","Investment income","United Kingdom","37","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","All","ONS 5+2","Earnings income","United Kingdom","85","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","All","ONS 5+2","Other income ","United Kingdom","3","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","White All","ONS 5+2","Gross income","United Kingdom","499","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","White All","ONS 5+2","Benefit income","United Kingdom","214","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","White All","ONS 5+2","Benefit Income of which State Pension","United Kingdom","167","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","White All","ONS 5+2","Benefit Income of which Income-related benefits","United Kingdom","22","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","White All","ONS 5+2","Benefit Income of which Disability benefits","United Kingdom","17","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","White All","ONS 5+2","Occupational pension income","United Kingdom","139","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","White All","ONS 5+2","Personal pension income","United Kingdom","20","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","White All","ONS 5+2","Investment income","United Kingdom","37","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","White All","ONS 5+2","Earnings income","United Kingdom","85","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","White All","ONS 5+2","Other income ","United Kingdom","3","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","White British","ONS 5+2","Gross income","United Kingdom","500","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","White British","ONS 5+2","Benefit income","United Kingdom","215","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","White British","ONS 5+2","Benefit Income of which State Pension","United Kingdom","168","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","White British","ONS 5+2","Benefit Income of which Income-related benefits","United Kingdom","22","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","White British","ONS 5+2","Benefit Income of which Disability benefits","United Kingdom","17","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","White British","ONS 5+2","Occupational pension income","United Kingdom","140","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","White British","ONS 5+2","Personal pension income","United Kingdom","20","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","White British","ONS 5+2","Investment income","United Kingdom","37","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","White British","ONS 5+2","Earnings income","United Kingdom","85","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","White British","ONS 5+2","Other income ","United Kingdom","3","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","White Other","ONS 5+2","Gross income","United Kingdom","466","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","White Other","ONS 5+2","Benefit income","United Kingdom","199","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","White Other","ONS 5+2","Benefit Income of which State Pension","United Kingdom","139","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","White Other","ONS 5+2","Benefit Income of which Income-related benefits","United Kingdom","37","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","White Other","ONS 5+2","Benefit Income of which Disability benefits","United Kingdom","15","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
