"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Gender","Gender_type","Age_Group","Age_Group_type","Geography","Geography_type","Number of arrests","Population by ethnicity, gender, and PFA (based on 2011 Census)","Rate per 1,000 population by ethnicity, gender, and PFA","Proportion of arrests of this ethnicity, in this year, of this gender and in this police force area (excludes unreported)"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Thames Valley","Police Force Area","4,644","69,013","67.29","7.75%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Thames Valley","Police Force Area","342","32,586","10.5","0.57%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Thames Valley","Police Force Area","2,578","55,986","46.05","4.30%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Thames Valley","Police Force Area","1,391"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Thames Valley","Police Force Area","47,656","1,919,646","24.83","79.55%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Warwickshire","Police Force Area","364","22,747","16","3.13%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Warwickshire","Police Force Area","295","4,443","66.4","2.53%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Warwickshire","Police Force Area","40","4,647","8.61","0.34%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Warwickshire","Police Force Area","257","7,949","32.33","2.21%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Warwickshire","Police Force Area","75"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Warwickshire","Police Force Area","10,690","505,688","21.14","91.79%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","West Mercia","Police Force Area","688","21,715","31.68","2.90%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","West Mercia","Police Force Area","526","5,062","103.91","2.21%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","West Mercia","Police Force Area","127","5,657","22.45","0.53%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","West Mercia","Police Force Area","349","13,466","25.92","1.47%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","West Mercia","Police Force Area","1,006"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","West Mercia","Police Force Area","22,075","1,176,516","18.76","92.89%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","West Midlands","Police Force Area","8,059","493,551","16.33","12.65%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","West Midlands","Police Force Area","7,790","164,069","47.48","12.23%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","West Midlands","Police Force Area","1,102","63,498","17.35","1.73%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","West Midlands","Police Force Area","2,921","96,204","30.36","4.58%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","West Midlands","Police Force Area","891"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","West Midlands","Police Force Area","43,846","1,919,138","22.85","68.81%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","West Yorkshire","Police Force Area","8,645","280,764","30.79","10.12%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","West Yorkshire","Police Force Area","3,220","46,476","69.28","3.77%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","West Yorkshire","Police Force Area","512","30,874","16.58","0.60%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","West Yorkshire","Police Force Area","2,938","48,126","61.05","3.44%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","West Yorkshire","Police Force Area","7,477"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","West Yorkshire","Police Force Area","70,096","1,819,818","38.52","82.07%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Wiltshire","Police Force Area","66","17,379","3.8","0.93%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Wiltshire","Police Force Area","224","6,089","36.79","3.15%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Wiltshire","Police Force Area","60","4,006","14.98","0.84%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Wiltshire","Police Force Area","197","9,794","20.11","2.77%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Wiltshire","Police Force Area","872"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Wiltshire","Police Force Area","6,561","642,869","10.21","92.30%"
"Number of arrests","2007/08","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Avon & Somerset","Police Force Area","521","33,005","15.79","1.55%"
"Number of arrests","2007/08","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Avon & Somerset","Police Force Area","1,899","30,923","61.41","5.64%"
"Number of arrests","2007/08","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Avon & Somerset","Police Force Area","234","15,380","15.21","0.70%"
"Number of arrests","2007/08","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Avon & Somerset","Police Force Area","848","28,277","29.99","2.52%"
"Number of arrests","2007/08","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Avon & Somerset","Police Force Area","256"," N/A "," N/A ","N/A"
"Number of arrests","2007/08","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Avon & Somerset","Police Force Area","30,152","1,491,970","20.21","89.59%"
"Number of arrests","2007/08","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Bedfordshire","Police Force Area","1,938","81,480","23.78","11.51%"
"Number of arrests","2007/08","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Bedfordshire","Police Force Area","1,922","29,725","64.66","11.41%"
"Number of arrests","2007/08","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Bedfordshire","Police Force Area","174","8,753","19.88","1.03%"
"Number of arrests","2007/08","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Bedfordshire","Police Force Area","822","18,456","44.54","4.88%"
"Number of arrests","2007/08","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Bedfordshire","Police Force Area","193"," N/A "," N/A ","N/A"
"Number of arrests","2007/08","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Bedfordshire","Police Force Area","11,985","476,647","25.14","71.17%"
"Number of arrests","2007/08","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Cambridgeshire","Police Force Area","975","39,535","24.66","4.75%"
"Number of arrests","2007/08","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Cambridgeshire","Police Force Area","852","10,174","83.74","4.15%"
"Number of arrests","2007/08","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Cambridgeshire","Police Force Area","214","12,572","17.02","1.04%"
"Number of arrests","2007/08","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Cambridgeshire","Police Force Area","637","16,029","39.74","3.11%"
"Number of arrests","2007/08","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Cambridgeshire","Police Force Area","1,433"," N/A "," N/A ","N/A"
"Number of arrests","2007/08","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Cambridgeshire","Police Force Area","17,837","726,531","24.55","86.95%"
"Number of arrests","2007/08","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Cheshire","Police Force Area","179","12,794","13.99","0.91%"
"Number of arrests","2007/08","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Cheshire","Police Force Area","195","3,264","59.74","0.99%"
"Number of arrests","2007/08","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Cheshire","Police Force Area","221","5,230","42.26","1.13%"
"Number of arrests","2007/08","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Cheshire","Police Force Area","169","10,423","16.21","0.86%"
"Number of arrests","2007/08","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Cheshire","Police Force Area","167"," N/A "," N/A ","N/A"
"Number of arrests","2007/08","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Cheshire","Police Force Area","18,874","995,998","18.95","96.11%"
"Number of arrests","2007/08","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Cleveland","Police Force Area","478","17,419","27.44","2.14%"
"Number of arrests","2007/08","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Cleveland","Police Force Area","230","3,156","72.88","1.03%"
"Number of arrests","2007/08","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Cleveland","Police Force Area","129","4,434","29.09","0.58%"
"Number of arrests","2007/08","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Cleveland","Police Force Area","188","5,762","32.63","0.84%"
"Number of arrests","2007/08","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Cleveland","Police Force Area","60"," N/A "," N/A ","N/A"
"Number of arrests","2007/08","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Cleveland","Police Force Area","21,268","526,456","40.4","95.40%"
"Number of arrests","2007/08","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Cumbria","Police Force Area","36","2,913","12.36","0.32%"
"Number of arrests","2007/08","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Cumbria","Police Force Area","18","579","31.09","0.16%"
"Number of arrests","2007/08","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Cumbria","Police Force Area","22","1,605","13.71","0.19%"
