"Title","Household income"
"Location","United Kingdom"
"Time period","2013/14 to 2015/16"
"Data source","Department for Work and Pensions"
"Data source link","https://www.gov.uk/government/statistics/family-resources-survey-financial-year-201516"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","16 March 2017"
"Measure","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Geography","Geography_type","Gender","Gender_type","Age Bracket","Age Bracket Type","Value","Denominator","Numerator","Upper bound","Lower bound","Note"
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2012/13-2014/15","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","516","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2012/13-2014/15","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","2","516","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2012/13-2014/15","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","16","516","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2012/13-2014/15","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","-","221","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2012/13-2014/15","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","221","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2012/13-2014/15","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","221","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2012/13-2014/15","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","17","221","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2012/13-2014/15","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","15","221","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2012/13-2014/15","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","221","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2012/13-2014/15","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","221","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2012/13-2014/15","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","221","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2012/13-2014/15","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","221","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2012/13-2014/15","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","3","221","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2012/13-2014/15","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","21","221","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2012/13-2014/15","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","198","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2012/13-2014/15","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","198","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2012/13-2014/15","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","198","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2012/13-2014/15","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","198","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2012/13-2014/15","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","198","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2012/13-2014/15","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","4","198","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2012/13-2014/15","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","198","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2012/13-2014/15","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","198","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2012/13-2014/15","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","198","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2012/13-2014/15","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","198","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2012/13-2014/15","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","30","198","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2012/13-2014/15","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","2","337","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2012/13-2014/15","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","337","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2012/13-2014/15","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","337","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2012/13-2014/15","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","337","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2012/13-2014/15","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","337","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2012/13-2014/15","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","337","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2012/13-2014/15","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","13","337","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2012/13-2014/15","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","337","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2012/13-2014/15","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","4","337","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2012/13-2014/15","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","4","337","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2012/13-2014/15","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","32","337","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2012/13-2014/15","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","4","1,323","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2012/13-2014/15","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","1,323","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2012/13-2014/15","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","13","1,323","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2012/13-2014/15","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","1,323","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2012/13-2014/15","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","13","1,323","","","",""
