"Title","Jobseeker’s Allowance: how long people claim for"
"Location","England, Wales and Scotland"
"Time period","May 2012 to April 2017"
"Data source","Department for Work and Pensions"
"Data source link","https://www.nomisweb.co.uk"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","-"
"Month","Ethnicity","Duration","Region","Caseload","Value","Value"
"Nov-2013","All","over 26 and up to 52 weeks","North East","10,830","14.7%",""
"Nov-2013","White","over 26 and up to 52 weeks","North East","9,945","14.6%",""
"Nov-2013","Ethnic Minority","over 26 and up to 52 weeks","North East","475","16.4%",""
"Nov-2013","White British","over 26 and up to 52 weeks","North East","9,775","14.6%",""
"Nov-2013","White Other","over 26 and up to 52 weeks","North East","170","14.8%",""
"Nov-2013","Black","over 26 and up to 52 weeks","North East","95","16.1%",""
"Nov-2013","Asian","over 26 and up to 52 weeks","North East","195","17.5%",""
"Nov-2013","Mixed","over 26 and up to 52 weeks","North East","55","13.8%",""
"Nov-2013","Other","over 26 and up to 52 weeks","North East","135","17.1%",""
"Nov-2013","Unreported","over 26 and up to 52 weeks","North East","405","15.6%",""
"Nov-2013","All","over 52 and up to 78 weeks","North East","7,800","10.6%",""
"Nov-2013","White","over 52 and up to 78 weeks","North East","7,220","10.6%",""
"Nov-2013","Ethnic Minority","over 52 and up to 78 weeks","North East","300","10.3%",""
"Nov-2013","White British","over 52 and up to 78 weeks","North East","7,090","10.6%",""
"Nov-2013","White Other","over 52 and up to 78 weeks","North East","130","11.4%",""
"Nov-2013","Black","over 52 and up to 78 weeks","North East","65","11.0%",""
"Nov-2013","Asian","over 52 and up to 78 weeks","North East","110","9.9%",""
"Nov-2013","Mixed","over 52 and up to 78 weeks","North East","45","11.3%",""
"Nov-2013","Other","over 52 and up to 78 weeks","North East","85","10.8%",""
"Nov-2013","Unreported","over 52 and up to 78 weeks","North East","275","10.6%",""
"Nov-2013","All","over 78 and up to 104 weeks","North East","4,295","5.8%",""
"Nov-2013","White","over 78 and up to 104 weeks","North East","3,975","5.8%",""
"Nov-2013","Ethnic Minority","over 78 and up to 104 weeks","North East","175","6.0%",""
"Nov-2013","White British","over 78 and up to 104 weeks","North East","3,900","5.8%",""
"Nov-2013","White Other","over 78 and up to 104 weeks","North East","75","6.6%",""
"Nov-2013","Black","over 78 and up to 104 weeks","North East","30","5.1%",""
"Nov-2013","Asian","over 78 and up to 104 weeks","North East","75","6.7%",""
"Nov-2013","Mixed","over 78 and up to 104 weeks","North East","20","5.0%",""
"Nov-2013","Other","over 78 and up to 104 weeks","North East","55","7.0%",""
"Nov-2013","Unreported","over 78 and up to 104 weeks","North East","145","5.6%",""
"Nov-2013","All","over 104 weeks","North East","14,535","19.8%",""
"Nov-2013","White","over 104 weeks","North East","13,500","19.9%",""
"Nov-2013","Ethnic Minority","over 104 weeks","North East","385","13.3%",""
"Nov-2013","White British","over 104 weeks","North East","13,385","20.0%",""
"Nov-2013","White Other","over 104 weeks","North East","115","10.0%",""
"Nov-2013","Black","over 104 weeks","North East","85","14.4%",""
"Nov-2013","Asian","over 104 weeks","North East","145","13.0%",""
"Nov-2013","Mixed","over 104 weeks","North East","65","16.3%",""
"Nov-2013","Other","over 104 weeks","North East","90","11.4%",""
"Nov-2013","Unreported","over 104 weeks","North East","650","25.0%",""
"Nov-2013","All","All","North West","152,220","100.0%",""
"Nov-2013","White","All","North West","128,575","100.0%",""
"Nov-2013","Ethnic Minority","All","North West","17,655","100.0%",""
"Nov-2013","White British","All","North West","123,530","100.0%",""
"Nov-2013","White Other","All","North West","5,045","100.0%",""
"Nov-2013","Black","All","North West","4,945","100.0%",""
"Nov-2013","Asian","All","North West","7,535","100.0%",""
"Nov-2013","Mixed","All","North West","2,560","100.0%",""
"Nov-2013","Other","All","North West","2,625","100.0%",""
"Nov-2013","Unreported","All","North West","5,990","100.0%",""
"Nov-2013","All","13 weeks or less","North West","58,065","38.1%",""
"Nov-2013","White","13 weeks or less","North West","49,720","38.7%",""
"Nov-2013","Ethnic Minority","13 weeks or less","North West","6,275","35.5%",""
"Nov-2013","White British","13 weeks or less","North West","47,500","38.5%",""
"Nov-2013","White Other","13 weeks or less","North West","2,215","43.9%",""
"Nov-2013","Black","13 weeks or less","North West","1,625","32.9%",""
"Nov-2013","Asian","13 weeks or less","North West","2,740","36.4%",""
"Nov-2013","Mixed","13 weeks or less","North West","1,040","40.6%",""
"Nov-2013","Other","13 weeks or less","North West","870","33.1%",""
"Nov-2013","Unreported","13 weeks or less","North West","2,075","34.6%",""
"Nov-2013","All","over 13 and up to 26 weeks","North West","24,825","16.3%",""
"Nov-2013","White","over 13 and up to 26 weeks","North West","20,805","16.2%",""
"Nov-2013","Ethnic Minority","over 13 and up to 26 weeks","North West","3,080","17.4%",""
"Nov-2013","White British","over 13 and up to 26 weeks","North West","19,965","16.2%",""
"Nov-2013","White Other","over 13 and up to 26 weeks","North West","835","16.6%",""
"Nov-2013","Black","over 13 and up to 26 weeks","North West","810","16.4%",""
"Nov-2013","Asian","over 13 and up to 26 weeks","North West","1,410","18.7%",""
"Nov-2013","Mixed","over 13 and up to 26 weeks","North West","410","16.0%",""
"Nov-2013","Other","over 13 and up to 26 weeks","North West","450","17.1%",""
"Nov-2013","Unreported","over 13 and up to 26 weeks","North West","940","15.7%",""
"Nov-2013","All","over 26 and up to 52 weeks","North West","23,595","15.5%",""
"Nov-2013","White","over 26 and up to 52 weeks","North West","19,450","15.1%",""
"Nov-2013","Ethnic Minority","over 26 and up to 52 weeks","North West","3,200","18.1%",""
"Nov-2013","White British","over 26 and up to 52 weeks","North West","18,570","15.0%",""
"Nov-2013","White Other","over 26 and up to 52 weeks","North West","880","17.4%",""
"Nov-2013","Black","over 26 and up to 52 weeks","North West","915","18.5%",""
"Nov-2013","Asian","over 26 and up to 52 weeks","North West","1,315","17.5%",""
"Nov-2013","Mixed","over 26 and up to 52 weeks","North West","455","17.8%",""
"Nov-2013","Other","over 26 and up to 52 weeks","North West","515","19.6%",""
"Nov-2013","Unreported","over 26 and up to 52 weeks","North West","945","15.8%",""
"Nov-2013","All","over 52 and up to 78 weeks","North West","14,435","9.5%",""
"Nov-2013","White","over 52 and up to 78 weeks","North West","12,005","9.3%",""
"Nov-2013","Ethnic Minority","over 52 and up to 78 weeks","North West","1,835","10.4%",""
"Nov-2013","White British","over 52 and up to 78 weeks","North West","11,565","9.4%",""
"Nov-2013","White Other","over 52 and up to 78 weeks","North West","440","8.7%",""
"Nov-2013","Black","over 52 and up to 78 weeks","North West","560","11.3%",""
"Nov-2013","Asian","over 52 and up to 78 weeks","North West","745","9.9%",""
"Nov-2013","Mixed","over 52 and up to 78 weeks","North West","250","9.8%",""
"Nov-2013","Other","over 52 and up to 78 weeks","North West","280","10.7%",""
"Nov-2013","Unreported","over 52 and up to 78 weeks","North West","595","9.9%",""
"Nov-2013","All","over 78 and up to 104 weeks","North West","7,835","5.1%",""
"Nov-2013","White","over 78 and up to 104 weeks","North West","6,520","5.1%",""
"Nov-2013","Ethnic Minority","over 78 and up to 104 weeks","North West","975","5.5%",""
"Nov-2013","White British","over 78 and up to 104 weeks","North West","6,250","5.1%",""
"Nov-2013","White Other","over 78 and up to 104 weeks","North West","270","5.4%",""
"Nov-2013","Black","over 78 and up to 104 weeks","North West","300","6.1%",""
"Nov-2013","Asian","over 78 and up to 104 weeks","North West","400","5.3%",""
"Nov-2013","Mixed","over 78 and up to 104 weeks","North West","105","4.1%",""
"Nov-2013","Other","over 78 and up to 104 weeks","North West","165","6.3%",""
"Nov-2013","Unreported","over 78 and up to 104 weeks","North West","340","5.7%",""
"Nov-2013","All","over 104 weeks","North West","23,465","15.4%",""
"Nov-2013","White","over 104 weeks","North West","20,080","15.6%",""
"Nov-2013","Ethnic Minority","over 104 weeks","North West","2,290","13.0%",""
"Nov-2013","White British","over 104 weeks","North West","19,680","15.9%",""
"Nov-2013","White Other","over 104 weeks","North West","400","7.9%",""
"Nov-2013","Black","over 104 weeks","North West","730","14.8%",""
"Nov-2013","Asian","over 104 weeks","North West","920","12.2%",""
"Nov-2013","Mixed","over 104 weeks","North West","300","11.7%",""
"Nov-2013","Other","over 104 weeks","North West","340","13.0%",""
"Nov-2013","Unreported","over 104 weeks","North West","1,095","18.3%",""
"Nov-2013","All","All","Scotland","108,955","100.0%",""
"Nov-2013","White","All","Scotland","101,715","100.0%",""
"Nov-2013","Ethnic Minority","All","Scotland","3,460","100.0%",""
"Nov-2013","White British","All","Scotland","97,750","100.0%",""
"Nov-2013","White Other","All","Scotland","3,965","100.0%",""
"Nov-2013","Black","All","Scotland","820","100.0%",""
"Nov-2013","Asian","All","Scotland","1,365","100.0%",""
"Nov-2013","Mixed","All","Scotland","480","100.0%",""
"Nov-2013","Other","All","Scotland","795","100.0%",""
"Nov-2013","Unreported","All","Scotland","3,780","100.0%",""
"Nov-2013","All","13 weeks or less","Scotland","41,500","38.1%",""
"Nov-2013","White","13 weeks or less","Scotland","38,960","38.3%",""
"Nov-2013","Ethnic Minority","13 weeks or less","Scotland","1,300","37.6%",""
"Nov-2013","White British","13 weeks or less","Scotland","36,955","37.8%",""
"Nov-2013","White Other","13 weeks or less","Scotland","2,005","50.6%",""
"Nov-2013","Black","13 weeks or less","Scotland","305","37.2%",""
"Nov-2013","Asian","13 weeks or less","Scotland","525","38.5%",""
"Nov-2013","Mixed","13 weeks or less","Scotland","180","37.5%",""
"Nov-2013","Other","13 weeks or less","Scotland","290","36.5%",""
"Nov-2013","Unreported","13 weeks or less","Scotland","1,245","32.9%",""
"Nov-2013","All","over 13 and up to 26 weeks","Scotland","17,715","16.3%",""
"Nov-2013","White","over 13 and up to 26 weeks","Scotland","16,540","16.3%",""
"Nov-2013","Ethnic Minority","over 13 and up to 26 weeks","Scotland","675","19.5%",""
"Nov-2013","White British","over 13 and up to 26 weeks","Scotland","15,880","16.2%",""
"Nov-2013","White Other","over 13 and up to 26 weeks","Scotland","665","16.8%",""
"Nov-2013","Black","over 13 and up to 26 weeks","Scotland","155","18.9%",""
"Nov-2013","Asian","over 13 and up to 26 weeks","Scotland","285","20.9%",""
"Nov-2013","Mixed","over 13 and up to 26 weeks","Scotland","100","20.8%",""
"Nov-2013","Other","over 13 and up to 26 weeks","Scotland","135","17.0%",""
"Nov-2013","Unreported","over 13 and up to 26 weeks","Scotland","500","13.2%",""
"Nov-2013","All","over 26 and up to 52 weeks","Scotland","16,360","15.0%",""
"Nov-2013","White","over 26 and up to 52 weeks","Scotland","15,205","14.9%",""
"Nov-2013","Ethnic Minority","over 26 and up to 52 weeks","Scotland","620","17.9%",""
"Nov-2013","White British","over 26 and up to 52 weeks","Scotland","14,595","14.9%",""
"Nov-2013","White Other","over 26 and up to 52 weeks","Scotland","610","15.4%",""
"Nov-2013","Black","over 26 and up to 52 weeks","Scotland","160","19.5%",""
"Nov-2013","Asian","over 26 and up to 52 weeks","Scotland","240","17.6%",""
"Nov-2013","Mixed","over 26 and up to 52 weeks","Scotland","100","20.8%",""
"Nov-2013","Other","over 26 and up to 52 weeks","Scotland","125","15.7%",""
"Nov-2013","Unreported","over 26 and up to 52 weeks","Scotland","535","14.2%",""
"Nov-2013","All","over 52 and up to 78 weeks","Scotland","10,135","9.3%",""
"Nov-2013","White","over 52 and up to 78 weeks","Scotland","9,410","9.3%",""
"Nov-2013","Ethnic Minority","over 52 and up to 78 weeks","Scotland","350","10.1%",""
"Nov-2013","White British","over 52 and up to 78 weeks","Scotland","9,130","9.3%",""
"Nov-2013","White Other","over 52 and up to 78 weeks","Scotland","275","6.9%",""
"Nov-2013","Black","over 52 and up to 78 weeks","Scotland","75","9.1%",""
"Nov-2013","Asian","over 52 and up to 78 weeks","Scotland","115","8.4%",""
"Nov-2013","Mixed","over 52 and up to 78 weeks","Scotland","45","9.4%",""
"Nov-2013","Other","over 52 and up to 78 weeks","Scotland","110","13.8%",""
"Nov-2013","Unreported","over 52 and up to 78 weeks","Scotland","375","9.9%",""
"Nov-2013","All","over 78 and up to 104 weeks","Scotland","5,365","4.9%",""
"Nov-2013","White","over 78 and up to 104 weeks","Scotland","5,040","5.0%",""
"Nov-2013","Ethnic Minority","over 78 and up to 104 weeks","Scotland","145","4.2%",""
"Nov-2013","White British","over 78 and up to 104 weeks","Scotland","4,895","5.0%",""
"Nov-2013","White Other","over 78 and up to 104 weeks","Scotland","145","3.7%",""
"Nov-2013","Black","over 78 and up to 104 weeks","Scotland","40","4.9%",""
"Nov-2013","Asian","over 78 and up to 104 weeks","Scotland","55","4.0%",""
"Nov-2013","Mixed","over 78 and up to 104 weeks","Scotland","20","4.2%",""
"Nov-2013","Other","over 78 and up to 104 weeks","Scotland","30","3.8%",""
"Nov-2013","Unreported","over 78 and up to 104 weeks","Scotland","180","4.8%",""
"Nov-2013","All","over 104 weeks","Scotland","17,880","16.4%",""
"Nov-2013","White","over 104 weeks","Scotland","16,560","16.3%",""
"Nov-2013","Ethnic Minority","over 104 weeks","Scotland","375","10.8%",""
"Nov-2013","White British","over 104 weeks","Scotland","16,300","16.7%",""
"Nov-2013","White Other","over 104 weeks","Scotland","260","6.6%",""
"Nov-2013","Black","over 104 weeks","Scotland","85","10.4%",""
"Nov-2013","Asian","over 104 weeks","Scotland","150","11.0%",""
"Nov-2013","Mixed","over 104 weeks","Scotland","35","7.3%",""
"Nov-2013","Other","over 104 weeks","Scotland","105","13.2%",""
"Nov-2013","Unreported","over 104 weeks","Scotland","950","25.1%",""
"Nov-2013","All","All","South East","100,745","100.0%",""
"Nov-2013","White","All","South East","85,775","100.0%",""
"Nov-2013","Ethnic Minority","All","South East","10,270","100.0%",""
"Nov-2013","White British","All","South East","80,475","100.0%",""
"Nov-2013","White Other","All","South East","5,300","100.0%",""
"Nov-2013","Black","All","South East","3,220","100.0%",""
"Nov-2013","Asian","All","South East","4,040","100.0%",""
"Nov-2013","Mixed","All","South East","1,760","100.0%",""
"Nov-2013","Other","All","South East","1,255","100.0%",""
"Nov-2013","Unreported","All","South East","4,695","100.0%",""
"Nov-2013","All","13 weeks or less","South East","43,810","43.5%",""
"Nov-2013","White","13 weeks or less","South East","37,375","43.6%",""
"Nov-2013","Ethnic Minority","13 weeks or less","South East","4,350","42.4%",""
"Nov-2013","White British","13 weeks or less","South East","34,750","43.2%",""
"Nov-2013","White Other","13 weeks or less","South East","2,630","49.6%",""
"Nov-2013","Black","13 weeks or less","South East","1,280","39.8%",""
"Nov-2013","Asian","13 weeks or less","South East","1,730","42.8%",""
"Nov-2013","Mixed","13 weeks or less","South East","815","46.3%",""
"Nov-2013","Other","13 weeks or less","South East","520","41.4%",""
"Nov-2013","Unreported","13 weeks or less","South East","2,085","44.4%",""
"Nov-2013","All","over 13 and up to 26 weeks","South East","16,610","16.5%",""
"Nov-2013","White","over 13 and up to 26 weeks","South East","13,975","16.3%",""
"Nov-2013","Ethnic Minority","over 13 and up to 26 weeks","South East","1,835","17.9%",""
"Nov-2013","White British","over 13 and up to 26 weeks","South East","13,050","16.2%",""
"Nov-2013","White Other","over 13 and up to 26 weeks","South East","925","17.5%",""
"Nov-2013","Black","over 13 and up to 26 weeks","South East","560","17.4%",""
"Nov-2013","Asian","over 13 and up to 26 weeks","South East","735","18.2%",""
"Nov-2013","Mixed","over 13 and up to 26 weeks","South East","325","18.5%",""
"Nov-2013","Other","over 13 and up to 26 weeks","South East","210","16.7%",""
"Nov-2013","Unreported","over 13 and up to 26 weeks","South East","800","17.0%",""
"Nov-2013","All","over 26 and up to 52 weeks","South East","14,165","14.1%",""
"Nov-2013","White","over 26 and up to 52 weeks","South East","11,970","14.0%",""
"Nov-2013","Ethnic Minority","over 26 and up to 52 weeks","South East","1,595","15.5%",""
"Nov-2013","White British","over 26 and up to 52 weeks","South East","11,240","14.0%",""
"Nov-2013","White Other","over 26 and up to 52 weeks","South East","730","13.8%",""
"Nov-2013","Black","over 26 and up to 52 weeks","South East","490","15.2%",""
"Nov-2013","Asian","over 26 and up to 52 weeks","South East","655","16.2%",""
"Nov-2013","Mixed","over 26 and up to 52 weeks","South East","225","12.8%",""
"Nov-2013","Other","over 26 and up to 52 weeks","South East","225","17.9%",""
"Nov-2013","Unreported","over 26 and up to 52 weeks","South East","600","12.8%",""
"Nov-2013","All","over 52 and up to 78 weeks","South East","8,405","8.3%",""
"Nov-2013","White","over 52 and up to 78 weeks","South East","7,170","8.4%",""
"Nov-2013","Ethnic Minority","over 52 and up to 78 weeks","South East","895","8.7%",""
"Nov-2013","White British","over 52 and up to 78 weeks","South East","6,785","8.4%",""
"Nov-2013","White Other","over 52 and up to 78 weeks","South East","385","7.3%",""
"Nov-2013","Black","over 52 and up to 78 weeks","South East","295","9.2%",""
"Nov-2013","Asian","over 52 and up to 78 weeks","South East","330","8.2%",""
