"Title","Employment and Support Allowance: sanctions"
"Location","England, Wales and Scotland"
"Time period","February 2013 to November 2016"
"Data source","Department for Work and Pensions"
"Data source link","https://stat-xplore.dwp.gov.uk/webapi/jsf/login.xhtml"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-03-05"
"Date","Date type","Region","Region type","Age","Age type","Ethnicity","Ethnicity type","Numerator","Numerator type","Denominator","Denominator type","Rate","Rate type","Suppression","Suppression type"
"May 2013","Month","South East","Government Region","All ages","Age range of individuals sanctioned","Mixed","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","414","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","South East","Government Region","All ages","Age range of individuals sanctioned","Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","362","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","South East","Government Region","All ages","Age range of individuals sanctioned","Unreported","ONS 2+1 /ONS 5+2","5","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","5,380","Number of ESA claimants matching geographic, ethnicity and age status ","0.1","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","South East","Government Region","All ages","Age range of individuals sanctioned","White","ONS 2+1","89","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","45,086","Number of ESA claimants matching geographic, ethnicity and age status ","0.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","South East","Government Region","All ages","Age range of individuals sanctioned","White British","ONS 5+2","89","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","44,052","Number of ESA claimants matching geographic, ethnicity and age status ","0.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","South East","Government Region","All ages","Age range of individuals sanctioned","White Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","1,037","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","South West","Government Region","All ages","Age range of individuals sanctioned","All","All","90","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","43,105","Number of ESA claimants matching geographic, ethnicity and age status ","0.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","South West","Government Region","All ages","Age range of individuals sanctioned","Asian","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","264","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","South West","Government Region","All ages","Age range of individuals sanctioned","Black","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","428","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","South West","Government Region","All ages","Age range of individuals sanctioned","Ethnic Minority","ONS 2+1","5","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","1,136","Number of ESA claimants matching geographic, ethnicity and age status ","0.4","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","South West","Government Region","All ages","Age range of individuals sanctioned","Mixed","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","291","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","South West","Government Region","All ages","Age range of individuals sanctioned","Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","158","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","South West","Government Region","All ages","Age range of individuals sanctioned","Unreported","ONS 2+1 /ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","3,188","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"May 2013","Month","South West","Government Region","All ages","Age range of individuals sanctioned","White","ONS 2+1","79","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","38,785","Number of ESA claimants matching geographic, ethnicity and age status ","0.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
