"Title","Economic inactivity"
"Location","England, Wales and Scotland"
"Time period","2004 to 2017"
"Data source","Department for Work and Pensions"
"Data source link","https://www.nomisweb.co.uk/home/release_group.asp?g=16"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-09-21"
"measure","year","region","ethnicity","ethnicity_type","sex","age_band","value","confidence_interval","numerator","denominator","samp_size"
"Percentage of individuals employed","2009","East of England","Pakistani/Bangladeshi","Detailed","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Pakistani/Bangladeshi","Detailed","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Pakistani/Bangladeshi","Detailed","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Pakistani/Bangladeshi","Detailed","All","All (16-64)","47.5","12.8","24000","50000","146"
"Percentage of individuals employed","2009","East of England","Pakistani/Bangladeshi","Detailed","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Pakistani/Bangladeshi","Detailed","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Pakistani/Bangladeshi","Detailed","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Pakistani/Bangladeshi","Detailed","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Pakistani/Bangladeshi","Detailed","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Pakistani/Bangladeshi","Detailed","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Pakistani/Bangladeshi","Detailed","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","Pakistani/Bangladeshi","Detailed","Women","All (16-64)","73.2","13.2","17000","24000","108"
"Percentage of individuals employed","2009","East of England","White","ONS 2011 5+1","All","16-24","28.0","6","156000","557000","535"
"Percentage of individuals employed","2009","East of England","White","ONS 2011 5+1","All","25-49","12.3","3.7","217000","1759000","757"
"Percentage of individuals employed","2009","East of England","White","ONS 2011 5+1","All","50-64","29.1","4.1","298000","1024000","1194"
"Percentage of individuals employed","2009","East of England","White","ONS 2011 5+1","All","All (16-64)","20.1","2.5","671000","3341000","2486"
"Percentage of individuals employed","2009","East of England","White","ONS 2011 5+1","Men","16-24","27.3","8.4","76000","279000","269"
"Percentage of individuals employed","2009","East of England","White","ONS 2011 5+1","Men","25-49","5.1","5.7","44000","872000","143"
"Percentage of individuals employed","2009","East of England","White","ONS 2011 5+1","Men","50-64","20.0","6.1","101000","504000","412"
"Percentage of individuals employed","2009","East of England","White","ONS 2011 5+1","Men","All (16-64)","13.4","3.7","221000","1654000","824"
"Percentage of individuals employed","2009","East of England","White","ONS 2011 5+1","Women","16-24","28.7","8.6","80000","278000","266"
"Percentage of individuals employed","2009","East of England","White","ONS 2011 5+1","Women","25-49","19.5","4.9","173000","888000","614"
"Percentage of individuals employed","2009","East of England","White","ONS 2011 5+1","Women","50-64","37.8","5.4","197000","520000","782"
"Percentage of individuals employed","2009","East of England","White","ONS 2011 5+1","Women","All (16-64)","26.7","3.4","450000","1686000","1662"
"Percentage of individuals employed","2009","East of England","White British","Detailed","All","16-24","27.5","6.2","144000","525000","493"
"Percentage of individuals employed","2009","East of England","White British","Detailed","All","25-49","12.4","3.9","199000","1609000","688"
"Percentage of individuals employed","2009","East of England","White British","Detailed","All","50-64","29.0","4.2","279000","961000","1121"
"Percentage of individuals employed","2009","East of England","White British","Detailed","All","All (16-64)","20.1","2.6","622000","3094000","2302"
"Percentage of individuals employed","2009","East of England","White British","Detailed","Men","16-24","26.8","8.7","70000","261000","247"
"Percentage of individuals employed","2009","East of England","White British","Detailed","Men","25-49","5.0","6","40000","797000","128"
"Percentage of individuals employed","2009","East of England","White British","Detailed","Men","50-64","19.8","6.3","94000","472000","384"
"Percentage of individuals employed","2009","East of England","White British","Detailed","Men","All (16-64)","13.3","3.8","203000","1530000","759"
"Percentage of individuals employed","2009","East of England","White British","Detailed","Women","16-24","28.1","8.9","74000","264000","246"
"Percentage of individuals employed","2009","East of England","White British","Detailed","Women","25-49","19.6","5.2","159000","811000","560"
"Percentage of individuals employed","2009","East of England","White British","Detailed","Women","50-64","37.9","5.5","185000","489000","737"
"Percentage of individuals employed","2009","East of England","White British","Detailed","Women","All (16-64)","26.8","3.5","418000","1564000","1543"
"Percentage of individuals employed","2009","East of England","White Other","Detailed","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","White Other","Detailed","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","White Other","Detailed","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","White Other","Detailed","All","All (16-64)","19.9","9.1","49000","247000","184"
"Percentage of individuals employed","2009","East of England","White Other","Detailed","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","White Other","Detailed","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","White Other","Detailed","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","White Other","Detailed","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","White Other","Detailed","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","White Other","Detailed","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","White Other","Detailed","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","East of England","White Other","Detailed","Women","All (16-64)","25.4","12.4","31000","123000","119"
"Percentage of individuals employed","2009","London","All","All","All","16-24","43.3","2.7","419000","968000","1314"
"Percentage of individuals employed","2009","London","All","All","All","25-49","17.7","1.7","593000","3358000","1968"
"Percentage of individuals employed","2009","London","All","All","All","50-64","31.9","2.5","357000","1118000","1385"
"Percentage of individuals employed","2009","London","All","All","All","All (16-64)","25.1","1.2","1369000","5443000","4667"
"Percentage of individuals employed","2009","London","All","All","Men","16-24","42.3","3.7","201000","474000","669"
"Percentage of individuals employed","2009","London","All","All","Men","25-49","8.1","2.7","135000","1681000","399"
"Percentage of individuals employed","2009","London","All","All","Men","50-64","25.1","3.7","137000","546000","520"
"Percentage of individuals employed","2009","London","All","All","Men","All (16-64)","17.5","1.9","473000","2701000","1588"
"Percentage of individuals employed","2009","London","All","All","Women","16-24","44.3","3.8","219000","494000","645"
"Percentage of individuals employed","2009","London","All","All","Women","25-49","27.3","2.2","457000","1677000","1569"
"Percentage of individuals employed","2009","London","All","All","Women","50-64","38.5","3.2","220000","572000","865"
"Percentage of individuals employed","2009","London","All","All","Women","All (16-64)","32.7","1.7","896000","2743000","3079"
"Percentage of individuals employed","2009","London","Asian","ONS 2011 5+1","All","16-24","57.4","8.3","111000","193000","341"
"Percentage of individuals employed","2009","London","Asian","ONS 2011 5+1","All","25-49","24.0","6.2","137000","572000","451"
"Percentage of individuals employed","2009","London","Asian","ONS 2011 5+1","All","50-64","41.5","10.1","63000","153000","230"
"Percentage of individuals employed","2009","London","Asian","ONS 2011 5+1","All","All (16-64)","33.9","4.6","311000","918000","1022"
"Percentage of individuals employed","2009","London","Asian","ONS 2011 5+1","Men","16-24","56.7","11.6","55000","96000","176"
"Percentage of individuals employed","2009","London","Asian","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","London","Asian","ONS 2011 5+1","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","London","Asian","ONS 2011 5+1","Men","All (16-64)","22.6","7","107000","473000","342"
"Percentage of individuals employed","2009","London","Asian","ONS 2011 5+1","Women","16-24","58.1","11.9","56000","97000","165"
"Percentage of individuals employed","2009","London","Asian","ONS 2011 5+1","Women","25-49","39.6","7.9","108000","272000","367"
"Percentage of individuals employed","2009","London","Asian","ONS 2011 5+1","Women","50-64","53.0","12.7","40000","76000","148"
"Percentage of individuals employed","2009","London","Asian","ONS 2011 5+1","Women","All (16-64)","45.9","5.9","204000","445000","680"
"Percentage of individuals employed","2009","London","Black","ONS 2011 5+1","All","16-24","51.6","10.5","69000","134000","218"
"Percentage of individuals employed","2009","London","Black","ONS 2011 5+1","All","25-49","22.8","7.7","86000","380000","287"
"Percentage of individuals employed","2009","London","Black","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","London","Black","ONS 2011 5+1","All","All (16-64)","29.5","5.8","178000","603000","589"
"Percentage of individuals employed","2009","London","Black","ONS 2011 5+1","Men","16-24","50.4","15","31000","61000","107"
"Percentage of individuals employed","2009","London","Black","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","London","Black","ONS 2011 5+1","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","London","Black","ONS 2011 5+1","Men","All (16-64)","21.1","9.4","54000","256000","181"
"Percentage of individuals employed","2009","London","Black","ONS 2011 5+1","Women","16-24","52.7","14.7","39000","73000","111"
"Percentage of individuals employed","2009","London","Black","ONS 2011 5+1","Women","25-49","32.2","9.3","70000","219000","240"
"Percentage of individuals employed","2009","London","Black","ONS 2011 5+1","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2009","London","Black","ONS 2011 5+1","Women","All (16-64)","35.7","7.3","124000","347000","408"
"Percentage of individuals employed","2009","London","Indian","Detailed","All","16-24","57.3","14.7","39000","68000","108"
"Percentage of individuals employed","2009","London","Indian","Detailed","All","25-49","14.2","10.6","34000","237000","104"
"Percentage of individuals employed","2009","London","Indian","Detailed","All","50-64","38.6","14.7","31000","81000","105"
"Percentage of individuals employed","2009","London","Indian","Detailed","All","All (16-64)","26.9","7.7","104000","387000","317"
"Percentage of individuals employed","2009","London","Indian","Detailed","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2009","London","Indian","Detailed","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2009","London","Indian","Detailed","Men","50-64","?","?","?","?","?"
