"Title","Police workforce"
"Location","England and Wales"
"Time period","2007 to 2016"
"Data source","Home Office"
"Data source link","https://www.gov.uk/government/statistics/police-workforce-england-and-wales-31-march-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","21 July 2016"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Gender","Gender_type","Rank","Rank_type","Geography","Geography_type","FTE","Headcount","Population by ethnicity, gender, and PFA (based on 2011 Census)","Rate per 100,000 population by ethnicity, gender, and PFA (Based on FTE except Special Constables)","Proportion of workforce of this ethnicity in this aggregated rank, in this year, and this PFA (excludes unreported)","Proportion of population of this ethnicity in this PFA (based on 2011 Census)"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","North Yorkshire","Police Force Area","0","0","3,618","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Northamptonshire","Police Force Area","0","0","16,923","0","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Northumbria","Police Force Area","0","0","9,006","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Nottinghamshire","Police Force Area","0","0","27,287","0","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","South Wales","Police Force Area","0","0","12,738","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","South Yorkshire","Police Force Area","0","0","25,752","0","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Staffordshire","Police Force Area","0","0","8,551","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Suffolk","Police Force Area","0","0","6,854","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Surrey","Police Force Area","0","0","12,430","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Sussex","Police Force Area","0","0","14,246","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Thames Valley","Police Force Area","1","1","69,013","1.45","N/A","3%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Warwickshire","Police Force Area","0","0","4,443","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","West Mercia","Police Force Area","0","0","5,062","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","West Midlands","Police Force Area","0","0","164,069","0","N/A","6%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","West Yorkshire","Police Force Area","0","0","46,476","0","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Wiltshire","Police Force Area","0","0","6,089","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","All - including BTP","Police Force Area","0","0","1,864,890","0","N/A","3%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Avon & Somerset","Police Force Area","0","0","30,923","0","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Bedfordshire","Police Force Area","0","0","29,725","0","N/A","5%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","British Transport Police","Police Force Area","0","0","N/A","N/A","N/A","N/A"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Cambridgeshire","Police Force Area","0","0","10,174","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Cheshire","Police Force Area","0","0","3,264","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Cleveland","Police Force Area","0","0","3,156","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Cumbria","Police Force Area","0","0","579","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Derbyshire","Police Force Area","0","0","10,090","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Devon & Cornwall","Police Force Area","0","0","4,106","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Dorset","Police Force Area","0","0","3,208","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Durham","Police Force Area","0","0","1,058","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Dyfed-Powys","Police Force Area","0","0","856","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Essex","Police Force Area","0","0","34,679","0","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Gloucestershire","Police Force Area","0","0","5,150","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Greater Manchester","Police Force Area","0","0","74,097","0","N/A","3%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Gwent","Police Force Area","0","0","3,185","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Hampshire","Police Force Area","0","0","17,445","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Hertfordshire","Police Force Area","0","0","31,401","0","N/A","3%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Humberside","Police Force Area","0","0","4,499","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Kent","Police Force Area","0","0","22,879","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Lancashire","Police Force Area","0","0","5,377","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Leicestershire","Police Force Area","0","0","24,623","0","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Lincolnshire","Police Force Area","0","0","2,561","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","London, City of","Police Force Area","0","0","N/A","N/A","N/A","3%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Merseyside","Police Force Area","0","0","14,552","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Metropolitan Police","Police Force Area","0","0","1,088,447","0","N/A","13%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Norfolk","Police Force Area","0","0","4,609","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","North Wales","Police Force Area","0","0","1,497","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","North Yorkshire","Police Force Area","0","0","3,618","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Northamptonshire","Police Force Area","0","0","16,923","0","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Northumbria","Police Force Area","0","0","9,006","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Nottinghamshire","Police Force Area","0","0","27,287","0","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","South Wales","Police Force Area","0","0","12,738","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","South Yorkshire","Police Force Area","0","0","25,752","0","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Staffordshire","Police Force Area","0","0","8,551","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Suffolk","Police Force Area","0","0","6,854","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Surrey","Police Force Area","0","0","12,430","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Sussex","Police Force Area","0","0","14,246","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Thames Valley","Police Force Area","0","0","69,013","0","N/A","3%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Warwickshire","Police Force Area","0","0","4,443","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","West Mercia","Police Force Area","0","0","5,062","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","West Midlands","Police Force Area","0","0","164,069","0","N/A","6%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","West Yorkshire","Police Force Area","0","0","46,476","0","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.38)","Detailed rank data","Wiltshire","Police Force Area","0","0","6,089","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.39)","Detailed rank data","All - including BTP","Police Force Area","1","1","1,864,890","0.05","N/A","3%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.39)","Detailed rank data","Avon & Somerset","Police Force Area","0","0","30,923","0","N/A","2%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.39)","Detailed rank data","Bedfordshire","Police Force Area","0","0","29,725","0","N/A","5%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.39)","Detailed rank data","British Transport Police","Police Force Area","0","0","N/A","N/A","N/A","N/A"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.39)","Detailed rank data","Cambridgeshire","Police Force Area","0","0","10,174","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.39)","Detailed rank data","Cheshire","Police Force Area","0","0","3,264","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.39)","Detailed rank data","Cleveland","Police Force Area","0","0","3,156","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.39)","Detailed rank data","Cumbria","Police Force Area","0","0","579","0","N/A","0%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.39)","Detailed rank data","Derbyshire","Police Force Area","0","0","10,090","0","N/A","1%"
"Rate per population","2011","As at 31/3","Black","ONS 2001 5+1","All","All","Designated Escort Officer (S.39)","Detailed rank data","Devon & Cornwall","Police Force Area","0","0","4,106","0","N/A","0%"
