"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography_type","Geography_code","Geography_name","Age group_type","Age group","Value","Numerator","Denominator"
"Average number of offences per reoffender",2013,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","21 to 24",2.8,5177,1849
"Average number of offences per reoffender",2013,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","25 to 29",2.8,215,76
"Average number of offences per reoffender",2013,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","25 to 29",3,404,135
"Average number of offences per reoffender",2013,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","25 to 29",2.2,35,16
"Average number of offences per reoffender",2013,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","25 to 29",2.3,28,12
"Average number of offences per reoffender",2013,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","25 to 29",3.1,5323,1739
"Average number of offences per reoffender",2013,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","30 to 34",2.9,147,51
"Average number of offences per reoffender",2013,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","30 to 34",2.7,277,101
"Average number of offences per reoffender",2013,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","30 to 34",4.7,33,7
"Average number of offences per reoffender",2013,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","30 to 34",1.9,23,12
"Average number of offences per reoffender",2013,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","30 to 34",3.3,4592,1392
"Average number of offences per reoffender",2013,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","35 to 39",2.9,117,41
"Average number of offences per reoffender",2013,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","35 to 39",3.8,229,61
"Average number of offences per reoffender",2013,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","35 to 39",2.4,24,10
"Average number of offences per reoffender",2013,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","35 to 39",3,12,4
"Average number of offences per reoffender",2013,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","35 to 39",3.2,3352,1045
"Average number of offences per reoffender",2013,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","40 to 44",3.4,61,18
"Average number of offences per reoffender",2013,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","40 to 44",3,173,57
"Average number of offences per reoffender",2013,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","40 to 44",2,8,4
"Average number of offences per reoffender",2013,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","40 to 44",2.8,14,5
"Average number of offences per reoffender",2013,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","40 to 44",3.1,2487,812
"Average number of offences per reoffender",2013,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","45 to 49",3.4,17,5
"Average number of offences per reoffender",2013,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","45 to 49",2.1,86,40
"Average number of offences per reoffender",2013,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","45 to 49",1,1,1
"Average number of offences per reoffender",2013,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","45 to 49",2,6,3
"Average number of offences per reoffender",2013,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","45 to 49",2.9,1725,595
"Average number of offences per reoffender",2013,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","50+",3.4,34,10
"Average number of offences per reoffender",2013,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","50+",2.6,58,22
"Average number of offences per reoffender",2013,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","50+",3.2,19,6
"Average number of offences per reoffender",2013,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","50+",12.5,25,2
"Average number of offences per reoffender",2013,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","50+",3.1,1623,532
"Average number of offences per reoffender",2013,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","18 to 20",3.1,40,13
"Average number of offences per reoffender",2013,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","18 to 20",1.1,8,7
"Average number of offences per reoffender",2013,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","18 to 20",2.4,12,5
"Average number of offences per reoffender",2013,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","18 to 20",2.5,10,4
"Average number of offences per reoffender",2012,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","18 to 20",2.9,160,56
"Average number of offences per reoffender",2012,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","18 to 20",2.4,316,131
"Average number of offences per reoffender",2012,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","18 to 20",2.4,12,5
"Average number of offences per reoffender",2012,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","18 to 20",1,5,5
"Average number of offences per reoffender",2012,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","18 to 20",2.6,4171,1584
"Average number of offences per reoffender",2012,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","21 to 24",2.6,175,67
"Average number of offences per reoffender",2012,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","21 to 24",2.3,372,162
"Average number of offences per reoffender",2012,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","21 to 24",1.7,5,3
"Average number of offences per reoffender",2012,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","21 to 24",3,15,5
"Average number of offences per reoffender",2012,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","21 to 24",2.7,4793,1773
"Average number of offences per reoffender",2012,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","25 to 29",2.2,119,53
"Average number of offences per reoffender",2012,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","25 to 29",2.9,442,150
"Average number of offences per reoffender",2012,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","25 to 29",2,10,5
"Average number of offences per reoffender",2012,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","25 to 29",1.9,15,8
"Average number of offences per reoffender",2012,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","25 to 29",3,5212,1762
"Average number of offences per reoffender",2012,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","30 to 34",2.7,141,53
"Average number of offences per reoffender",2012,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","30 to 34",2.7,265,99
"Average number of offences per reoffender",2012,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","30 to 34",4.5,27,6
"Average number of offences per reoffender",2012,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","30 to 34",2.5,25,10
"Average number of offences per reoffender",2012,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","30 to 34",3.1,4095,1327
"Average number of offences per reoffender",2012,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","35 to 39",2.6,103,39
"Average number of offences per reoffender",2012,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","35 to 39",2.9,235,80
"Average number of offences per reoffender",2012,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","35 to 39",2.3,7,3
"Average number of offences per reoffender",2012,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","35 to 39",3,21,7
"Average number of offences per reoffender",2012,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","35 to 39",3.1,2896,932
"Average number of offences per reoffender",2012,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","40 to 44",3.7,106,29
"Average number of offences per reoffender",2012,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","40 to 44",2.9,134,47
"Average number of offences per reoffender",2012,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","40 to 44",1.8,7,4
"Average number of offences per reoffender",2012,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Adult","40 to 44",4.7,14,3
