"Title","Employment by occupation"
"Location","UK"
"Time period","2004 to 2017"
"Data source","Department for Business, Energy & Industrial Strategy"
"Data source link","https://www.nomisweb.co.uk/query/select/getdatasetbytheme.asp?opt%3D3%26theme%3D%26subgrp%3D&sa=D&ust=1505757273319000&usg=AFQjCNFnS64ZDSibYXaOTf54ZPpw97wNXg"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-10"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Occupation","Occupation_Type","Value","Denominator","Numerator","Conf","Note"
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","15","824700","125600","2",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","9","824700","77300","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","6","824700","52600","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","23","824700","189400","2.3",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","10","824700","79600","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Other","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","7","824700","60100","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Pakistani/Bangladeshi","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","10","528600","52900","2",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Pakistani/Bangladeshi","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","8","528600","41700","1.8",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Pakistani/Bangladeshi","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","6","528600","33200","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Pakistani/Bangladeshi","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","14","528600","75800","2.4",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Pakistani/Bangladeshi","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","10","528600","53000","2",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Pakistani/Bangladeshi","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","15","528600","77400","2.4",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Pakistani/Bangladeshi","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","15","528600","79000","2.4",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Pakistani/Bangladeshi","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","14","528600","73300","2.3",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","Pakistani/Bangladeshi","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","8","528600","42200","1.8",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","White","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","11","26572700","2953300","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","White","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","14","26572700","3778300","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","White","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","9","26572700","2426800","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","White","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","11","26572700","2809200","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","White","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","10","26572700","2761900","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","White","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","6","26572700","1666600","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","White","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","19","26572700","5151900","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","White","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","8","26572700","2043800","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2013","Year","White","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","11","26572700","2980900","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","All","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","11","30289400","3265600","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","All","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","14","30289400","4243800","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","All","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","9","30289400","2801900","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","All","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","11","30289400","3282600","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","All","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","10","30289400","3095400","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","All","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","6","30289400","1919300","0.1",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","All","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","20","30289400","6021300","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","All","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","8","30289400","2373800","0.1",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","All","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","11","30289400","3285800","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Black or Black British","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","10","748800","76300","1.8",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Black or Black British","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","12","748800","88600","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Black or Black British","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","17","748800","125200","2.2",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Black or Black British","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","16","748800","115700","2.1",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Black or Black British","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","6","748800","44100","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Black or Black British","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","6","748800","42200","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Black or Black British","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","20","748800","149200","2.3",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Black or Black British","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","9","748800","65500","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Black or Black British","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","6","748800","41800","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Indian","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","10","802100","82000","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Indian","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","12","802100","99200","1.8",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Indian","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","7","802100","52800","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Indian","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","9","802100","69200","1.5",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Indian","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","11","802100","90000","1.7",""
