"Measure","Domain","decile_label","Ethnicity","Ethnicity_type","Value","Value_type","Numerator","Denominator"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","30% to 40% most deprived","Asian: Pakistani","ONS 2011 18+1","10.64","%","118347","1112282"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","30% to 40% most deprived","Asian: Bangladeshi","ONS 2011 18+1","12.12","%","52898","436514"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","30% to 40% most deprived","Asian: Chinese","ONS 2011 18+1","10.38","%","39389","379503"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","30% to 40% most deprived","Asian: Asian Other","ONS 2011 18+1","11.14","%","91264","819402"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","30% to 40% most deprived","Black:  All","ONS 2011 18+1","15.03","%","277563","1846614"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","30% to 40% most deprived","Black:  Black African","ONS 2011 18+1","15.28","%","149354","977741"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","30% to 40% most deprived","Black:  Black Caribbean","ONS 2011 18+1","14.71","%","86948","591016"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","30% to 40% most deprived","Black:  Black Other","ONS 2011 18+1","14.85","%","41261","277857"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","30% to 40% most deprived","Mixed: All","ONS 2011 18+1","11.41","%","136078","1192879"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","30% to 40% most deprived","Mixed: White and Black Caribbean","ONS 2011 18+1","11.95","%","49667","415616"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","30% to 40% most deprived","Mixed: White and Black African","ONS 2011 18+1","12.75","%","20591","161550"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","30% to 40% most deprived","Mixed: White and Asian","ONS 2011 18+1","9.76","%","32479","332708"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","30% to 40% most deprived","Mixed: Other Mixed","ONS 2011 18+1","11.78","%","33341","283005"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","30% to 40% most deprived","Other: All","ONS 2011 18+1","11.24","%","61639","548418"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","30% to 40% most deprived","Other: Arab","ONS 2011 18+1","10.28","%","22723","220985"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","30% to 40% most deprived","Other: Any Other","ONS 2011 18+1","11.89","%","38916","327433"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","30% to 40% most deprived","All","ONS 2011 18+1","9.94","%","5268428","53012456"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","40% to 50% most deprived","White: All","ONS 2011 18+1","9.78","%","4428892","45281142"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","40% to 50% most deprived","White: British","ONS 2011 18+1","9.71","%","4104314","42279236"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","40% to 50% most deprived","White: Irish","ONS 2011 18+1","10.49","%","54253","517001"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","40% to 50% most deprived","White: Gypsy or Irish Traveller","ONS 2011 18+1","9.33","%","5122","54895"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","40% to 50% most deprived","White: White Other","ONS 2011 18+1","10.91","%","265203","2430010"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","40% to 50% most deprived","Asian: All","ONS 2011 18+1","10.69","%","442763","4143403"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","40% to 50% most deprived","Asian: Indian","ONS 2011 18+1","11.70","%","163281","1395702"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","40% to 50% most deprived","Asian: Pakistani","ONS 2011 18+1","9.18","%","102057","1112282"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","40% to 50% most deprived","Asian: Bangladeshi","ONS 2011 18+1","10.89","%","47558","436514"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","40% to 50% most deprived","Asian: Chinese","ONS 2011 18+1","10.10","%","38318","379503"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","40% to 50% most deprived","Asian: Asian Other","ONS 2011 18+1","11.17","%","91549","819402"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","40% to 50% most deprived","Black:  All","ONS 2011 18+1","12.37","%","228421","1846614"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","40% to 50% most deprived","Black:  Black African","ONS 2011 18+1","12.36","%","120887","977741"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","40% to 50% most deprived","Black:  Black Caribbean","ONS 2011 18+1","12.49","%","73799","591016"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","40% to 50% most deprived","Black:  Black Other","ONS 2011 18+1","12.14","%","33735","277857"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","40% to 50% most deprived","Mixed: All","ONS 2011 18+1","10.38","%","123794","1192879"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","40% to 50% most deprived","Mixed: White and Black Caribbean","ONS 2011 18+1","10.24","%","42573","415616"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","40% to 50% most deprived","Mixed: White and Black African","ONS 2011 18+1","11.17","%","18048","161550"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","40% to 50% most deprived","Mixed: White and Asian","ONS 2011 18+1","9.79","%","32580","332708"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","40% to 50% most deprived","Mixed: Other Mixed","ONS 2011 18+1","10.81","%","30593","283005"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","40% to 50% most deprived","Other: All","ONS 2011 18+1","11.13","%","61021","548418"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","40% to 50% most deprived","Other: Arab","ONS 2011 18+1","10.23","%","22603","220985"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","40% to 50% most deprived","Other: Any Other","ONS 2011 18+1","11.73","%","38418","327433"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","40% to 50% most deprived","All","ONS 2011 18+1","9.97","%","5284891","53012456"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","50% to 60% most deprived","White: All","ONS 2011 18+1","9.97","%","4512749","45281142"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","50% to 60% most deprived","White: British","ONS 2011 18+1","9.96","%","4210022","42279236"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","50% to 60% most deprived","White: Irish","ONS 2011 18+1","10.21","%","52779","517001"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","50% to 60% most deprived","White: Gypsy or Irish Traveller","ONS 2011 18+1","9.45","%","5187","54895"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","50% to 60% most deprived","White: White Other","ONS 2011 18+1","10.07","%","244761","2430010"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","50% to 60% most deprived","Asian: All","ONS 2011 18+1","10.09","%","417915","4143403"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","50% to 60% most deprived","Asian: Indian","ONS 2011 18+1","12.27","%","171279","1395702"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","50% to 60% most deprived","Asian: Pakistani","ONS 2011 18+1","7.97","%","88704","1112282"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","50% to 60% most deprived","Asian: Bangladeshi","ONS 2011 18+1","7.26","%","31689","436514"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","50% to 60% most deprived","Asian: Chinese","ONS 2011 18+1","9.05","%","34338","379503"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","50% to 60% most deprived","Asian: Asian Other","ONS 2011 18+1","11.22","%","91905","819402"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","50% to 60% most deprived","Black:  All","ONS 2011 18+1","9.63","%","177865","1846614"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","50% to 60% most deprived","Black:  Black African","ONS 2011 18+1","9.27","%","90666","977741"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","50% to 60% most deprived","Black:  Black Caribbean","ONS 2011 18+1","10.31","%","60912","591016"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","50% to 60% most deprived","Black:  Black Other","ONS 2011 18+1","9.46","%","26287","277857"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","50% to 60% most deprived","Mixed: All","ONS 2011 18+1","9.43","%","112513","1192879"
"Percentage of people living in these neighbourhoods","Health Deprivation and Disability","50% to 60% most deprived","Mixed: White and Black Caribbean","ONS 2011 18+1","8.90","%","36988","415616"
