"Title","Regional ethnic diversity"
"Location","England and Wales"
"Time period","2011"
"Data source","Office for National Statistics"
"Data source link","https://www.ons.gov.uk/census/2011census"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-08-20"
"Measure","local authority: county / unitary (prior to April 2015)","Ethnicity","Value","Value_type","Ethnicity_type","Source","Time","Geography"
"Ethnicity of local authorities","Barnet","Asian/Asian British: Other Asian","6.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Merton","Asian/Asian British: Other Asian","7.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Camden","Asian/Asian British: Other Asian","4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Manchester","Asian/Asian British: Other Asian","2.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bradford","Asian/Asian British: Other Asian","1.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wolverhampton","Asian/Asian British: Other Asian","2.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hammersmith and Fulham","Asian/Asian British: Other Asian","4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Islington","Asian/Asian British: Other Asian","2.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Blackburn with Darwen","Asian/Asian British: Other Asian","1.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Sandwell","Asian/Asian British: Other Asian","2.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Kensington and Chelsea","Asian/Asian British: Other Asian","4.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wandsworth","Asian/Asian British: Other Asian","3.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Nottingham","Asian/Asian British: Other Asian","2.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Coventry","Asian/Asian British: Other Asian","2.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Kingston upon Thames","Asian/Asian British: Other Asian","8.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Reading","Asian/Asian British: Other Asian","3.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Oldham","Asian/Asian British: Other Asian","0.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","City of London","Asian/Asian British: Other Asian","2.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Sutton","Asian/Asian British: Other Asian","5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Walsall","Asian/Asian British: Other Asian","1.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Kirklees","Asian/Asian British: Other Asian","0.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Milton Keynes","Asian/Asian British: Other Asian","2.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Derby","Asian/Asian British: Other Asian","1.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bedford","Asian/Asian British: Other Asian","1.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Rochdale","Asian/Asian British: Other Asian","1.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bexley","Asian/Asian British: Other Asian","1.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bolton","Asian/Asian British: Other Asian","1.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Peterborough","Asian/Asian British: Other Asian","2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Sheffield","Asian/Asian British: Other Asian","1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bristol, City of","Asian/Asian British: Other Asian","1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bromley","Asian/Asian British: Other Asian","1.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cardiff","Asian/Asian British: Other Asian","1.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Leeds","Asian/Asian British: Other Asian","1.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Newcastle upon Tyne","Asian/Asian British: Other Asian","1.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Trafford","Asian/Asian British: Other Asian","0.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Southampton","Asian/Asian British: Other Asian","2.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Thurrock","Asian/Asian British: Other Asian","1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Richmond upon Thames","Asian/Asian British: Other Asian","2.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Windsor and Maidenhead","Asian/Asian British: Other Asian","1.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Buckinghamshire","Asian/Asian British: Other Asian","1.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hertfordshire","Asian/Asian British: Other Asian","1.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Havering","Asian/Asian British: Other Asian","1.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Middlesbrough","Asian/Asian British: Other Asian","1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Portsmouth","Asian/Asian British: Other Asian","1.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wokingham","Asian/Asian British: Other Asian","1.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Stoke-on-Trent","Asian/Asian British: Other Asian","1.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Liverpool","Asian/Asian British: Other Asian","0.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Brighton and Hove","Asian/Asian British: Other Asian","1.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Solihull","Asian/Asian British: Other Asian","0.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bury","Asian/Asian British: Other Asian","0.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Medway","Asian/Asian British: Other Asian","1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Calderdale","Asian/Asian British: Other Asian","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Swindon","Asian/Asian British: Other Asian","1.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Newport","Asian/Asian British: Other Asian","0.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Dudley","Asian/Asian British: Other Asian","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Salford","Asian/Asian British: Other Asian","0.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Surrey","Asian/Asian British: Other Asian","1.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bracknell Forest","Asian/Asian British: Other Asian","2.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Oxfordshire","Asian/Asian British: Other Asian","1.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Tameside","Asian/Asian British: Other Asian","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Leicestershire","Asian/Asian British: Other Asian","0.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Northamptonshire","Asian/Asian British: Other Asian","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Southend-on-Sea","Asian/Asian British: Other Asian","0.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bournemouth","Asian/Asian British: Other Asian","1.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Stockport","Asian/Asian British: Other Asian","0.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Lancashire","Asian/Asian British: Other Asian","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cambridgeshire","Asian/Asian British: Other Asian","1.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Telford and Wrekin","Asian/Asian British: Other Asian","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Warwickshire","Asian/Asian British: Other Asian","0.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Rotherham","Asian/Asian British: Other Asian","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Kent","Asian/Asian British: Other Asian","1.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Central Bedfordshire","Asian/Asian British: Other Asian","0.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","West Sussex","Asian/Asian British: Other Asian","1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Swansea","Asian/Asian British: Other Asian","0.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Kingston upon Hull, City of","Asian/Asian British: Other Asian","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Essex","Asian/Asian British: Other Asian","0.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","York","Asian/Asian British: Other Asian","1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bath and North East Somerset","Asian/Asian British: Other Asian","0.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Stockton-on-Tees","Asian/Asian British: Other Asian","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","West Berkshire","Asian/Asian British: Other Asian","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hampshire","Asian/Asian British: Other Asian","1.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","South Gloucestershire","Asian/Asian British: Other Asian","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Suffolk","Asian/Asian British: Other Asian","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Doncaster","Asian/Asian British: Other Asian","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Gloucestershire","Asian/Asian British: Other Asian","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wakefield","Asian/Asian British: Other Asian","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Nottinghamshire","Asian/Asian British: Other Asian","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Staffordshire","Asian/Asian British: Other Asian","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Worcestershire","Asian/Asian British: Other Asian","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Poole","Asian/Asian British: Other Asian","0.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","South Tyneside","Asian/Asian British: Other Asian","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Sunderland","Asian/Asian British: Other Asian","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Warrington","Asian/Asian British: Other Asian","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","East Sussex","Asian/Asian British: Other Asian","0.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North Lincolnshire","Asian/Asian British: Other Asian","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Plymouth","Asian/Asian British: Other Asian","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
