"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography_type","Geography_name","Gender","Gender_type","Value","Denominator","Value Note","Geography name"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000019","ONS geography code","Islington","Female","Male/Female/All","75","165","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000013","ONS geography code","Gloucestershire","Male","Male/Female/All","56","165","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000002","ONS geography code","Barking and Dagenham","Male","Male/Female/All","73","164","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000031","ONS geography code","Warwickshire","Male","Male/Female/All","63","164","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000006","ONS geography code","Bromley","Male","Male/Female/All","62","164","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000026","ONS geography code","Redbridge","Male","Male/Female/All","63","163","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000045","ONS geography code","Southampton","Female","Male/Female/All","79","163","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000012","ONS geography code","Hackney","Male","Male/Female/All","73","163","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","All","Male/Female/All","63","163","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000032","ONS geography code","Luton","Female","Male/Female/All","75","163","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E08000028","ONS geography code","Sandwell","Male","Male/Female/All","56","162","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000016","ONS geography code","Havering","Male","Male/Female/All","47","161","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000017","ONS geography code","Hillingdon","Male","Male/Female/All","58","161","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E08000001","ONS geography code","Bolton","All","Male/Female/All","69","160","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000039","ONS geography code","Slough","All","Male/Female/All","61","160","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000030","ONS geography code","Tower Hamlets","Female","Male/Female/All","73","160","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000034","ONS geography code","Thurrock","All","Male/Female/All","75","159","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000033","ONS geography code","Westminster","All","Male/Female/All","74","159","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000013","ONS geography code","Gloucestershire","All","Male/Female/All","60","159","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E08000031","ONS geography code","Wolverhampton","Male","Male/Female/All","52","159","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000030","ONS geography code","Swindon","All","Male/Female/All","70","158","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E09000032","ONS geography code","Wandsworth","Female","Male/Female/All","82","158","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E08000008","ONS geography code","Tameside","Female","Male/Female/All","58","158","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000002","ONS geography code","Buckinghamshire","All","Male/Female/All","65","158","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000035","ONS geography code","Medway","All","Male/Female/All","76","157","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000032","ONS geography code","Luton","Male","Male/Female/All","61","157","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000028","ONS geography code","Bournemouth","All","Male/Female/All","71","156","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000043","ONS geography code","Brighton and Hove","Male","Male/Female/All","58","155","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E08000006","ONS geography code","Salford","All","Male/Female/All","67","155","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000034","ONS geography code","Thurrock","Female","Male/Female/All","83","155","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000017","ONS geography code","Hillingdon","Female","Male/Female/All","75","155","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000024","ONS geography code","Merton","Male","Male/Female/All","63","155","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000030","ONS geography code","Tower Hamlets","Male","Male/Female/All","59","155","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000041","ONS geography code","Wokingham","Male","Male/Female/All","73","154","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000049","ONS geography code","Cheshire East","All","Male/Female/All","64","153","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000024","ONS geography code","Merton","Female","Male/Female/All","75","153","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000041","ONS geography code","Wokingham","Female","Male/Female/All","82","152","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000030","ONS geography code","Swindon","Male","Male/Female/All","60","152","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000016","ONS geography code","Havering","Female","Male/Female/All","77","152","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000013","ONS geography code","Gloucestershire","Female","Male/Female/All","70","151","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000042","ONS geography code","Milton Keynes","Male","Male/Female/All","62","151","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000013","ONS geography code","Hammersmith and Fulham","Female","Male/Female/All","71","151","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E06000031","ONS geography code","Peterborough","All","Male/Female/All","61","150","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E08000004","ONS geography code","Oldham","All","Male/Female/All","65","150","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000003","ONS geography code","Cambridgeshire","Male","Male/Female/All","57","150","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E12000001","ONS geography code","North East","Female","Male/Female/All","76","150","","Region"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000017","ONS geography code","Rutland","Female","Male/Female/All","82","149","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000028","ONS geography code","Staffordshire","Male","Male/Female/All","72","149","","Local authority"
