"Title","Absence from school"
"Location","England"
"Time period","2016/17"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/collections/statistics-pupil-absence"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-09"
"Measures","Time","Time_type","Ethnicity","Ethnicity_type","Geography","school_type","Value","Denominator","Numerator"
"Overall absence rate","201617","Academic year","Any other Black background","ONS 18+1","Telford and Wrekin","Secondary","2.4","21794","519"
"Overall absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Telford and Wrekin","Secondary","4.5","638999","28474"
"Overall absence rate","201617","Academic year","White British","ONS 18+1","Telford and Wrekin","Special","8.6","139197","11960"
"Overall absence rate","201617","Academic year","Any other White background","ONS 18+1","Telford and Wrekin","Special","7.2","5318","385"
"Overall absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Telford and Wrekin","Special","6","1896","114"
"Overall absence rate","201617","Academic year","White and Black African","ONS 18+1","Telford and Wrekin","Special","6.9","1123","77"
"Overall absence rate","201617","Academic year","White and Asian","ONS 18+1","Telford and Wrekin","Special","x","x","x"
"Overall absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Telford and Wrekin","Special","23.5","906","213"
"Overall absence rate","201617","Academic year","Indian","ONS 18+1","Telford and Wrekin","Special","5.7","4036","229"
"Overall absence rate","201617","Academic year","Pakistani","ONS 18+1","Telford and Wrekin","Special","8.6","10031","862"
"Overall absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Telford and Wrekin","Special","x","x","x"
"Overall absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Telford and Wrekin","Special","x","x","x"
"Overall absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Telford and Wrekin","Special","x","x","x"
"Overall absence rate","201617","Academic year","Black African","ONS 18+1","Telford and Wrekin","Special","4.9","992","49"
"Overall absence rate","201617","Academic year","Any other Black background","ONS 18+1","Telford and Wrekin","Special","x","x","x"
"Overall absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Telford and Wrekin","Special","7.9","27950","2214"
"Overall absence rate","201617","Academic year","White British","ONS 18+1","Cheshire East","Total","4.2","14265915","605837"
"Overall absence rate","201617","Academic year","White Irish","ONS 18+1","Cheshire East","Total","6.2","35233","2169"
"Overall absence rate","201617","Academic year","Traveller of Irish Heritage","ONS 18+1","Cheshire East","Total","15.2","9590","1460"
"Overall absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Cheshire East","Total","12.1","38702","4681"
"Overall absence rate","201617","Academic year","Any other White background","ONS 18+1","Cheshire East","Total","5.2","698044","36071"
"Overall absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Cheshire East","Total","5.2","126389","6563"
"Overall absence rate","201617","Academic year","White and Black African","ONS 18+1","Cheshire East","Total","4.6","64948","2990"
"Overall absence rate","201617","Academic year","White and Asian","ONS 18+1","Cheshire East","Total","3.9","135585","5243"
"Overall absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Cheshire East","Total","4.7","212955","9931"
"Overall absence rate","201617","Academic year","Indian","ONS 18+1","Cheshire East","Total","4","90872","3638"
"Overall absence rate","201617","Academic year","Pakistani","ONS 18+1","Cheshire East","Total","5","61262","3042"
"Overall absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Cheshire East","Total","4.2","28444","1182"
"Overall absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Cheshire East","Total","3.8","89861","3419"
"Overall absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Cheshire East","Total","2.8","8180","229"
"Overall absence rate","201617","Academic year","Black African","ONS 18+1","Cheshire East","Total","4.6","29760","1355"
"Overall absence rate","201617","Academic year","Any other Black background","ONS 18+1","Cheshire East","Total","4.2","19012","804"
"Overall absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Cheshire East","Total","4.9","1774338","87319"
"Overall absence rate","201617","Academic year","White British","ONS 18+1","Cheshire East","Primary","3.5","8144048","285970"
"Overall absence rate","201617","Academic year","White Irish","ONS 18+1","Cheshire East","Primary","5.2","21161","1091"
"Overall absence rate","201617","Academic year","Traveller of Irish Heritage","ONS 18+1","Cheshire East","Primary","15.3","8070","1237"
"Overall absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Cheshire East","Primary","12.2","31696","3869"
"Overall absence rate","201617","Academic year","Any other White background","ONS 18+1","Cheshire East","Primary","4.6","439370","20419"
"Overall absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Cheshire East","Primary","4.3","74127","3195"
"Overall absence rate","201617","Academic year","White and Black African","ONS 18+1","Cheshire East","Primary","3.9","46013","1798"
"Overall absence rate","201617","Academic year","White and Asian","ONS 18+1","Cheshire East","Primary","3.3","91383","2986"
"Overall absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Cheshire East","Primary","4.4","143292","6345"
"Overall absence rate","201617","Academic year","Indian","ONS 18+1","Cheshire East","Primary","4.1","68169","2800"
"Overall absence rate","201617","Academic year","Pakistani","ONS 18+1","Cheshire East","Primary","4.9","30613","1493"
"Overall absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Cheshire East","Primary","4.5","13690","617"
"Overall absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Cheshire East","Primary","3.3","58954","1973"
"Overall absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Cheshire East","Primary","2.8","4174","116"
"Overall absence rate","201617","Academic year","Black African","ONS 18+1","Cheshire East","Primary","3.9","19199","742"
"Overall absence rate","201617","Academic year","Any other Black background","ONS 18+1","Cheshire East","Primary","5.2","11588","597"
"Overall absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Cheshire East","Primary","4.6","1139724","52110"
"Overall absence rate","201617","Academic year","White British","ONS 18+1","Cheshire East","Secondary","5.1","6027476","308317"
"Overall absence rate","201617","Academic year","White Irish","ONS 18+1","Cheshire East","Secondary","7.7","14072","1078"
"Overall absence rate","201617","Academic year","Traveller of Irish Heritage","ONS 18+1","Cheshire East","Secondary","14.7","1520","223"
"Overall absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Cheshire East","Secondary","11.3","6580","746"
"Overall absence rate","201617","Academic year","Any other White background","ONS 18+1","Cheshire East","Secondary","6","253308","15194"
"Overall absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Cheshire East","Secondary","6.5","51882","3363"
"Overall absence rate","201617","Academic year","White and Black African","ONS 18+1","Cheshire East","Secondary","6","18555","1122"
"Overall absence rate","201617","Academic year","White and Asian","ONS 18+1","Cheshire East","Secondary","4.8","43442","2075"
"Overall absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Cheshire East","Secondary","5.1","68371","3514"
"Overall absence rate","201617","Academic year","Indian","ONS 18+1","Cheshire East","Secondary","3.7","22323","837"
"Overall absence rate","201617","Academic year","Pakistani","ONS 18+1","Cheshire East","Secondary","5.1","30649","1549"
"Overall absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Cheshire East","Secondary","3.8","14754","565"
"Overall absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Cheshire East","Secondary","4.5","30147","1364"
"Overall absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Cheshire East","Secondary","2.8","4006","113"
"Overall absence rate","201617","Academic year","Black African","ONS 18+1","Cheshire East","Secondary","5.8","10561","613"
"Overall absence rate","201617","Academic year","Any other Black background","ONS 18+1","Cheshire East","Secondary","2.9","7047","205"
"Overall absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Cheshire East","Secondary","5.5","624493","34271"
"Overall absence rate","201617","Academic year","White British","ONS 18+1","Cheshire East","Special","12.2","94391","11550"
"Overall absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Cheshire East","Special","x","x","x"
"Overall absence rate","201617","Academic year","Any other White background","ONS 18+1","Cheshire East","Special","8.5","5366","458"
"Overall absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Cheshire East","Special","x","x","x"
"Overall absence rate","201617","Academic year","White and Black African","ONS 18+1","Cheshire East","Special","x","x","x"
"Overall absence rate","201617","Academic year","White and Asian","ONS 18+1","Cheshire East","Special","x","x","x"
"Overall absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Cheshire East","Special","5.6","1292","72"
"Overall absence rate","201617","Academic year","Indian","ONS 18+1","Cheshire East","Special","x","x","x"
"Overall absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Cheshire East","Special","x","x","x"
"Overall absence rate","201617","Academic year","Any other Black background","ONS 18+1","Cheshire East","Special","x","x","x"
"Overall absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Cheshire East","Special","9.3","10121","938"
"Overall absence rate","201617","Academic year","White British","ONS 18+1","Cheshire West and Chester","Total","4.6","13684370","625577"
"Overall absence rate","201617","Academic year","White Irish","ONS 18+1","Cheshire West and Chester","Total","5.6","48294","2684"
"Overall absence rate","201617","Academic year","Traveller of Irish Heritage","ONS 18+1","Cheshire West and Chester","Total","23.5","30780","7241"
"Overall absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Cheshire West and Chester","Total","24.4","18132","4426"
"Overall absence rate","201617","Academic year","Any other White background","ONS 18+1","Cheshire West and Chester","Total","4.8","456891","22069"
"Overall absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Cheshire West and Chester","Total","5.2","56931","2983"
"Overall absence rate","201617","Academic year","White and Black African","ONS 18+1","Cheshire West and Chester","Total","4.8","60678","2885"
"Overall absence rate","201617","Academic year","White and Asian","ONS 18+1","Cheshire West and Chester","Total","4.6","107369","4899"
"Overall absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Cheshire West and Chester","Total","4.2","132084","5482"
"Overall absence rate","201617","Academic year","Indian","ONS 18+1","Cheshire West and Chester","Total","3.8","61297","2335"
"Overall absence rate","201617","Academic year","Pakistani","ONS 18+1","Cheshire West and Chester","Total","6.5","18334","1185"
"Overall absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Cheshire West and Chester","Total","5.2","46950","2452"
"Overall absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Cheshire West and Chester","Total","3.8","80507","3055"
"Overall absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Cheshire West and Chester","Total","3.7","6618","247"
"Overall absence rate","201617","Academic year","Black African","ONS 18+1","Cheshire West and Chester","Total","2.7","33528","908"
"Overall absence rate","201617","Academic year","Any other Black background","ONS 18+1","Cheshire West and Chester","Total","4.3","11547","492"
"Overall absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Cheshire West and Chester","Total","5.3","1264696","66562"
"Overall absence rate","201617","Academic year","White British","ONS 18+1","Cheshire West and Chester","Primary","3.8","7791918","296361"
"Overall absence rate","201617","Academic year","White Irish","ONS 18+1","Cheshire West and Chester","Primary","4.8","27871","1342"
"Overall absence rate","201617","Academic year","Traveller of Irish Heritage","ONS 18+1","Cheshire West and Chester","Primary","24.6","26608","6556"
"Overall absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Cheshire West and Chester","Primary","23.4","16992","3977"
