"Title","Physical activity"
"Location","England"
"Time period","2015/16"
"Data source","Department for Digital, Culture, Media and Sport"
"Data source link","https://www.sportengland.org/research/active-lives-survey"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-10"
"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Gender","Age Bracket","NS SEC","Physical Activity Level","Value","Value_type","Denominator (weighted)","Numerator (weighted)","Upper CI","Lower CI","Number of Respondents (unweighted)"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","45-54","All","Physically inactive","22","%","33018","7278","22.70%","21.40%","33400"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","45-54","All","Physically inactive","20.6","%","26890","5538","21.30%","19.90%","27986"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","45-54","All","Physically inactive","21.7","%","1477","321","24.80%","18.90%","1613"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","45-54","All","Physically inactive","34.3","%","1741","597","38.10%","30.70%","1232"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","45-54","All","Physically inactive","30.9","%","941","291","35.70%","26.40%","702"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","45-54","All","Physically inactive","31.7","%","148","47","42.20%","22.70%","148"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","45-54","All","Physically inactive","22.7","%","385","87","30.00%","16.70%","324"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","45-54","All","Physically inactive","31.3","%","336","105","38.60%","24.80%","272"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","55-64","All","Physically inactive","27.2","%","27010","7360","27.90%","26.60%","37130"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","55-64","All","Physically inactive","26.4","%","23396","6172","27.00%","25.70%","33242"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","55-64","All","Physically inactive","26.2","%","805","211","30.00%","22.70%","1122"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","55-64","All","Physically inactive","36.5","%","1016","371","41.30%","32.00%","778"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","55-64","All","Physically inactive","36.4","%","517","188","43.70%","29.70%","405"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","55-64","All","Physically inactive","40.6","%","97","39","54.10%","28.40%","107"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","55-64","All","Physically inactive","27.6","%","178","49","37.90%","19.20%","178"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","55-64","All","Physically inactive","33.9","%","175","59","43.80%","25.30%","183"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","65-74","All","Physically inactive","29.5","%","24263","7158","30.10%","28.90%","37073"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","65-74","All","Physically inactive","29.2","%","22104","6448","29.80%","28.60%","34360"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","65-74","All","Physically inactive","29.1","%","554","161","33.30%","25.30%","789"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","65-74","All","Physically inactive","38.1","%","482","184","43.80%","32.70%","475"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","65-74","All","Physically inactive","32","%","164","52","42.20%","23.20%","154"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","65-74","All","Physically inactive","*","%","*","*","*","*","55"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","65-74","All","Physically inactive","*","%","*","*","*","*","74"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","65-74","All","Physically inactive","26.6","%","140","37","36.70%","18.50%","128"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","75+","All","Physically inactive","52.6","%","18917","9947","53.50%","51.70%","19306"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","75+","All","Physically inactive","52.3","%","16980","8875","53.20%","51.40%","17652"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","75+","All","Physically inactive","48","%","386","185","54.40%","41.60%","383"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","75+","All","Physically inactive","52.5","%","388","203","60.50%","44.20%","251"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","75+","All","Physically inactive","60.2","%","179","108","72.80%","46.00%","105"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","75+","All","Physically inactive","*","%","*","*","*","*","20"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","75+","All","Physically inactive","*","%","*","*","*","*","38"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","75+","All","Physically inactive","65.1","%","84","55","79.90%","46.80%","50"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 1-2","Physically inactive","16.8","%","68379","11487","17.10%","16.50%","95352"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 1-2","Physically inactive","15.6","%","53826","8386","15.90%","15.30%","78896"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 1-2","Physically inactive","16.2","%","4464","725","17.60%","15.00%","5773"
